subject,stim_name,ensemble,genre,target,mean_pearson
0001,pop_mixtape_duo_GtVx_theme1_stereo_Vx,duo,pop,Vx,0.027356637438700548
0001,pop_mixtape_trio_BsDrVx_theme2_stereo_Dr,trio,pop,Dr,0.017138514767267667
0001,pop_mixtape_trio_GtDrVx_theme1_stereo_Vx,trio,pop,Vx,0.056366604276781605
0001,pop_mixtape_trio_GtDrVx_theme2_stereo_Dr,trio,pop,Dr,-0.00083559570473608
0002,classique_morceau1_duo_CoFl_theme1_stereo_Co,duo,classique,Co,0.05508704573307518
0002,classique_morceau1_duo_CoFl_theme2_stereo_Fl,duo,classique,Fl,-0.04246353327803226
0002,classique_morceau1_duo_CoOb_theme2_stereo_Co,duo,classique,Co,0.02478526313410219
0002,classique_morceau1_duo_CoOb_theme2_stereo_Ob,duo,classique,Ob,-0.01727715654308404
0002,classique_morceau1_duo_FlOb_theme1_stereo_Fl,duo,classique,Fl,0.02555702199526384
0002,classique_morceau1_duo_FlOb_theme2_stereo_Ob,duo,classique,Ob,0.03090284252133672
0002,classique_morceau1_trio_CoFlOb_theme1_stereo_Co,trio,classique,Co,0.01686128830749623
0002,classique_morceau1_trio_CoFlOb_theme1_stereo_Ob,trio,classique,Ob,-0.022206628631929386
0002,classique_morceau1_trio_CoFlOb_theme2_stereo_Fl,trio,classique,Fl,0.039773019398121605
0002,classique_morceau2_duo_BoFh_theme2_stereo_Bo,duo,classique,Bo,-0.015131375093019267
0002,classique_morceau2_duo_BoFh_theme2_stereo_Fh,duo,classique,Fh,0.011209402578120085
0002,classique_morceau2_duo_BoFl_theme2_stereo_Bo,duo,classique,Bo,0.025338010152033782
0002,classique_morceau2_duo_BoFl_theme2_stereo_Fl,duo,classique,Fl,0.026851652688454724
0002,classique_morceau2_duo_FhFl_theme1_stereo_Fh,duo,classique,Fh,-0.012048987897719523
0002,classique_morceau2_duo_FhFl_theme1_stereo_Fl,duo,classique,Fl,0.0005678321154722214
0002,classique_morceau2_trio_BoFhFl_theme1_stereo_Bo,trio,classique,Bo,-0.027627531761722186
0002,classique_morceau2_trio_BoFhFl_theme1_stereo_Fh,trio,classique,Fh,-0.02514565452998992
0002,classique_morceau2_trio_BoFhFl_theme1_stereo_Fl,trio,classique,Fl,-0.002642529164148763
0002,pop_falldead_duo_BsDr_theme1_stereo_Bs,duo,pop,Bs,0.021860820086240046
0002,pop_falldead_duo_BsDr_theme1_stereo_Dr,duo,pop,Dr,0.00922714938620524
0002,pop_falldead_duo_GtVx_theme1_stereo_Gt,duo,pop,Gt,0.01889927985177133
0002,pop_falldead_duo_GtVx_theme1_stereo_Vx,duo,pop,Vx,-0.00640997920477726
0002,pop_falldead_trio_BsDrVx_theme1_stereo_Dr,trio,pop,Dr,0.043121559964900476
0002,pop_falldead_trio_GtDrVx_theme1_stereo_Dr,trio,pop,Dr,0.01593999992673291
0002,pop_falldead_trio_GtDrVx_theme1_stereo_Vx,trio,pop,Vx,-0.023905827995533258
0002,pop_mixtape_duo_BsDr_theme1_stereo_Bs,duo,pop,Bs,0.012166638675876923
0002,pop_mixtape_duo_BsDr_theme2_stereo_Dr,duo,pop,Dr,0.010157909253359137
0002,pop_mixtape_duo_GtVx_theme1_stereo_Gt,duo,pop,Gt,-0.03950855455170643
0002,pop_mixtape_duo_GtVx_theme2_stereo_Vx,duo,pop,Vx,0.00606412758206751
0002,pop_mixtape_trio_GtDrVx_theme1_stereo_Gt,trio,pop,Gt,0.0005010076774055438
0002,pop_mixtape_trio_GtDrVx_theme2_stereo_Dr,trio,pop,Dr,-0.004187344592490327
0002,pop_mixtape_trio_GtDrVx_theme2_stereo_Vx,trio,pop,Vx,0.026004925118262922
0003,classique_morceau1_duo_CoFl_theme2_stereo_Co,duo,classique,Co,0.011032683756032233
0003,classique_morceau1_duo_CoFl_theme2_stereo_Fl,duo,classique,Fl,0.026636628147902092
0003,classique_morceau1_duo_CoOb_theme1_stereo_Co,duo,classique,Co,0.04197728785819025
0003,classique_morceau1_duo_CoOb_theme2_stereo_Ob,duo,classique,Ob,-0.01874072671536237
0003,classique_morceau1_duo_FlOb_theme1_stereo_Fl,duo,classique,Fl,0.06891440352186314
0003,classique_morceau1_duo_FlOb_theme2_stereo_Ob,duo,classique,Ob,-0.0029518203834236465
0003,classique_morceau1_trio_CoFlOb_theme1_stereo_Co,trio,classique,Co,-0.026895958226335823
0003,classique_morceau1_trio_CoFlOb_theme1_stereo_Ob,trio,classique,Ob,0.014497762240999164
0003,classique_morceau1_trio_CoFlOb_theme2_stereo_Fl,trio,classique,Fl,0.06122625293167614
0003,classique_morceau2_duo_BoFh_theme1_stereo_Fh,duo,classique,Fh,-0.020915379491889364
0003,classique_morceau2_duo_BoFh_theme2_stereo_Bo,duo,classique,Bo,0.048192895388090455
0003,classique_morceau2_duo_BoFl_theme2_stereo_Bo,duo,classique,Bo,0.014975121819531796
0003,classique_morceau2_duo_BoFl_theme2_stereo_Fl,duo,classique,Fl,0.01061279034190791
0003,classique_morceau2_duo_FhFl_theme1_stereo_Fh,duo,classique,Fh,-0.024336865338839147
0003,classique_morceau2_duo_FhFl_theme1_stereo_Fl,duo,classique,Fl,0.009899009207135974
0003,classique_morceau2_trio_BoFhFl_theme2_stereo_Bo,trio,classique,Bo,-0.011948479917043224
0003,classique_morceau2_trio_BoFhFl_theme2_stereo_Fh,trio,classique,Fh,-0.04055973282152387
0003,classique_morceau2_trio_BoFhFl_theme2_stereo_Fl,trio,classique,Fl,0.01576925485149899
0003,pop_falldead_duo_BsDr_theme1_stereo_Bs,duo,pop,Bs,-0.024989648562983875
0003,pop_falldead_duo_BsDr_theme1_stereo_Dr,duo,pop,Dr,0.014693288300100277
0003,pop_falldead_duo_GtVx_theme1_stereo_Gt,duo,pop,Gt,0.007921972911300784
0003,pop_falldead_duo_GtVx_theme1_stereo_Vx,duo,pop,Vx,0.0026510587577823486
0003,pop_falldead_trio_GtDrVx_theme1_stereo_Dr,trio,pop,Dr,0.017581580874366714
0003,pop_falldead_trio_GtDrVx_theme1_stereo_Gt,trio,pop,Gt,0.022631705310918755
0003,pop_falldead_trio_GtDrVx_theme1_stereo_Vx,trio,pop,Vx,-0.008868546596566955
0003,pop_mixtape_duo_BsDr_theme1_stereo_Bs,duo,pop,Bs,0.0015048545085442526
0003,pop_mixtape_duo_BsDr_theme1_stereo_Dr,duo,pop,Dr,0.031518700899194736
0003,pop_mixtape_duo_GtVx_theme1_stereo_Vx,duo,pop,Vx,0.06064784693549138
0003,pop_mixtape_duo_GtVx_theme2_stereo_Gt,duo,pop,Gt,0.011955878681659529
0003,pop_mixtape_trio_BsDrVx_theme1_stereo_Vx,trio,pop,Vx,0.031537026600803396
0003,pop_mixtape_trio_GtDrVx_theme1_stereo_Gt,trio,pop,Gt,-0.005648721422313484
0003,pop_mixtape_trio_GtDrVx_theme2_stereo_Dr,trio,pop,Dr,0.04477181457060092
0004,classique_morceau1_duo_CoFl_theme1_stereo_Co,duo,classique,Co,-0.0014332717436653594
0004,classique_morceau1_duo_CoFl_theme1_stereo_Fl,duo,classique,Fl,-0.00999968763734172
0004,classique_morceau1_duo_CoOb_theme1_stereo_Co,duo,classique,Co,0.019188314200758158
0004,classique_morceau1_duo_CoOb_theme2_stereo_Ob,duo,classique,Ob,-0.021407405973195976
0004,classique_morceau1_duo_FlOb_theme1_stereo_Fl,duo,classique,Fl,0.06161731578516311
0004,classique_morceau1_duo_FlOb_theme2_stereo_Ob,duo,classique,Ob,0.011711025285867205
0004,classique_morceau1_trio_CoFlOb_theme1_stereo_Co,trio,classique,Co,0.019901235663755953
0004,classique_morceau1_trio_CoFlOb_theme1_stereo_Ob,trio,classique,Ob,0.012149975943944026
0004,classique_morceau1_trio_CoFlOb_theme2_stereo_Fl,trio,classique,Fl,-0.0047785356713478415
0004,classique_morceau2_duo_BoFh_theme1_stereo_Fh,duo,classique,Fh,0.014150833619879899
0004,classique_morceau2_duo_BoFh_theme2_stereo_Bo,duo,classique,Bo,-0.037878867999648395
0004,classique_morceau2_duo_BoFl_theme1_stereo_Fl,duo,classique,Fl,-0.010430970674040583
0004,classique_morceau2_duo_BoFl_theme2_stereo_Bo,duo,classique,Bo,0.005378865112878911
0004,classique_morceau2_duo_FhFl_theme2_stereo_Fh,duo,classique,Fh,0.011989915075185771
0004,classique_morceau2_duo_FhFl_theme2_stereo_Fl,duo,classique,Fl,-0.04300993970566688
0004,classique_morceau2_trio_BoFhFl_theme1_stereo_Bo,trio,classique,Bo,-0.013555340504472156
0004,classique_morceau2_trio_BoFhFl_theme1_stereo_Fh,trio,classique,Fh,-0.017345396416936432
0004,classique_morceau2_trio_BoFhFl_theme2_stereo_Fl,trio,classique,Fl,0.03507477046364419
0004,pop_falldead_duo_BsDr_theme1_stereo_Bs,duo,pop,Bs,0.028137257204104954
0004,pop_falldead_duo_BsDr_theme1_stereo_Dr,duo,pop,Dr,-0.03268489467856967
0004,pop_falldead_duo_GtVx_theme1_stereo_Gt,duo,pop,Gt,0.05748302823002355
0004,pop_falldead_duo_GtVx_theme1_stereo_Vx,duo,pop,Vx,-0.09787055877484369
0004,pop_falldead_trio_BsDrVx_theme1_stereo_Bs,trio,pop,Bs,-0.02087688459978589
0004,pop_falldead_trio_GtDrVx_theme1_stereo_Gt,trio,pop,Gt,0.018005216108888878
0004,pop_falldead_trio_GtDrVx_theme1_stereo_Vx,trio,pop,Vx,-0.07344916150852672
0004,pop_mixtape_duo_BsDr_theme1_stereo_Bs,duo,pop,Bs,-0.020445158229166992
0004,pop_mixtape_duo_BsDr_theme2_stereo_Dr,duo,pop,Dr,0.051035430630853605
0004,pop_mixtape_duo_GtVx_theme1_stereo_Gt,duo,pop,Gt,-0.011765314119527104
0004,pop_mixtape_duo_GtVx_theme1_stereo_Vx,duo,pop,Vx,0.07731279033424658
0004,pop_mixtape_trio_BsDrVx_theme2_stereo_Dr,trio,pop,Dr,0.007419905638600042
0004,pop_mixtape_trio_GtDrVx_theme1_stereo_Vx,trio,pop,Vx,0.007226881304441368
0004,pop_mixtape_trio_GtDrVx_theme2_stereo_Dr,trio,pop,Dr,0.005568544862459862
0005,classique_morceau1_duo_CoFl_theme1_stereo_Fl,duo,classique,Fl,-0.003190486712033864
0005,classique_morceau1_duo_CoFl_theme2_stereo_Co,duo,classique,Co,-0.008109745636879094
0005,classique_morceau1_duo_CoOb_theme2_stereo_Co,duo,classique,Co,0.002658735140374697
0005,classique_morceau1_duo_CoOb_theme2_stereo_Ob,duo,classique,Ob,0.019346312448348547
0005,classique_morceau1_duo_FlOb_theme1_stereo_Fl,duo,classique,Fl,-0.0040875772333801505
0005,classique_morceau1_duo_FlOb_theme1_stereo_Ob,duo,classique,Ob,-0.03355397845029589
0005,classique_morceau1_trio_CoFlOb_theme1_stereo_Fl,trio,classique,Fl,-0.016613355402019064
0005,classique_morceau1_trio_CoFlOb_theme2_stereo_Co,trio,classique,Co,-0.016821537612166416
0005,classique_morceau1_trio_CoFlOb_theme2_stereo_Ob,trio,classique,Ob,-0.004547996356947674
0005,classique_morceau2_duo_BoFh_theme1_stereo_Bo,duo,classique,Bo,0.0062680394490706405
0005,classique_morceau2_duo_BoFh_theme2_stereo_Fh,duo,classique,Fh,-0.0316142693263524
0005,classique_morceau2_duo_BoFl_theme1_stereo_Bo,duo,classique,Bo,-0.011471890992834003
0005,classique_morceau2_duo_BoFl_theme1_stereo_Fl,duo,classique,Fl,-0.020361157774853176
0005,classique_morceau2_duo_FhFl_theme1_stereo_Fh,duo,classique,Fh,-0.0025499096520705685
0005,classique_morceau2_duo_FhFl_theme1_stereo_Fl,duo,classique,Fl,0.02362395143845653
0005,classique_morceau2_trio_BoFhFl_theme1_stereo_Bo,trio,classique,Bo,-0.015191320259188056
0005,classique_morceau2_trio_BoFhFl_theme1_stereo_Fh,trio,classique,Fh,-0.009180652555712607
0005,classique_morceau2_trio_BoFhFl_theme2_stereo_Fl,trio,classique,Fl,0.016616224231070894
0005,pop_falldead_duo_BsDr_theme1_stereo_Bs,duo,pop,Bs,0.011204149149739993
0005,pop_falldead_duo_BsDr_theme1_stereo_Dr,duo,pop,Dr,-0.0017141250048790257
0005,pop_falldead_duo_GtVx_theme1_stereo_Gt,duo,pop,Gt,0.012206297806418536
0005,pop_falldead_duo_GtVx_theme1_stereo_Vx,duo,pop,Vx,-0.02325409722074956
0005,pop_falldead_trio_BsDrVx_theme1_stereo_Bs,trio,pop,Bs,-0.0018157658392282969
0005,pop_falldead_trio_GtDrVx_theme1_stereo_Gt,trio,pop,Gt,0.05712927517938673
0005,pop_falldead_trio_GtDrVx_theme1_stereo_Vx,trio,pop,Vx,0.0007958730177972159
0005,pop_mixtape_duo_BsDr_theme2_stereo_Bs,duo,pop,Bs,-1.412621575438977e-05
0005,pop_mixtape_duo_BsDr_theme2_stereo_Dr,duo,pop,Dr,0.006251420496193851
0005,pop_mixtape_duo_GtVx_theme2_stereo_Gt,duo,pop,Gt,-0.03661770967036944
0005,pop_mixtape_duo_GtVx_theme2_stereo_Vx,duo,pop,Vx,-0.03735381640769451
0005,pop_mixtape_trio_BsDrVx_theme1_stereo_Vx,trio,pop,Vx,0.038333767531162084
0005,pop_mixtape_trio_BsDrVx_theme2_stereo_Bs,trio,pop,Bs,0.020843729239561255
0005,pop_mixtape_trio_BsDrVx_theme2_stereo_Dr,trio,pop,Dr,0.018383647906424806
0007,classique_morceau1_duo_CoFl_theme2_stereo_Co,duo,classique,Co,0.05348138423507698
0007,classique_morceau1_duo_CoFl_theme2_stereo_Fl,duo,classique,Fl,-0.013990294417316725
0007,classique_morceau1_duo_CoOb_theme1_stereo_Co,duo,classique,Co,-0.018812720178365102
0007,classique_morceau1_duo_CoOb_theme1_stereo_Ob,duo,classique,Ob,0.05241589822043105
0007,classique_morceau1_duo_FlOb_theme1_stereo_Fl,duo,classique,Fl,-0.028783375468174683
0007,classique_morceau1_duo_FlOb_theme1_stereo_Ob,duo,classique,Ob,0.006766507786761162
0007,classique_morceau1_trio_CoFlOb_theme1_stereo_Co,trio,classique,Co,0.00432168891029653
0007,classique_morceau1_trio_CoFlOb_theme1_stereo_Fl,trio,classique,Fl,-0.03914859129757145
0007,classique_morceau1_trio_CoFlOb_theme1_stereo_Ob,trio,classique,Ob,0.05350775803753708
0007,classique_morceau2_duo_BoFh_theme2_stereo_Bo,duo,classique,Bo,-0.004672906743642897
0007,classique_morceau2_duo_BoFh_theme2_stereo_Fh,duo,classique,Fh,0.050938213409629694
0007,classique_morceau2_duo_BoFl_theme2_stereo_Fl,duo,classique,Fl,0.0075906137684801376
0007,classique_morceau2_duo_FhFl_theme2_stereo_Fl,duo,classique,Fl,0.02295118174629167
0007,classique_morceau2_trio_BoFhFl_theme1_stereo_Bo,trio,classique,Bo,-0.04278397161286296
0007,classique_morceau2_trio_BoFhFl_theme1_stereo_Fl,trio,classique,Fl,-0.01882831045029155
0007,pop_mixtape_duo_BsDr_theme1_stereo_Bs,duo,pop,Bs,0.003613710581507057
0007,pop_mixtape_duo_BsDr_theme1_stereo_Dr,duo,pop,Dr,0.0030761714931393353
0007,pop_mixtape_duo_GtVx_theme1_stereo_Vx,duo,pop,Vx,0.004024207064793455
0007,pop_mixtape_duo_GtVx_theme2_stereo_Gt,duo,pop,Gt,0.012666002255236489
0007,pop_mixtape_trio_BsDrVx_theme2_stereo_Bs,trio,pop,Bs,-0.009347597005344488
0007,pop_mixtape_trio_BsDrVx_theme2_stereo_Dr,trio,pop,Dr,0.008827565807794943
0007,pop_mixtape_trio_GtDrVx_theme2_stereo_Vx,trio,pop,Vx,0.016817385633529327
0008,classique_morceau1_duo_CoFl_theme1_stereo_Co,duo,classique,Co,0.035285281730084245
0008,classique_morceau1_duo_CoFl_theme2_stereo_Fl,duo,classique,Fl,0.010961540179185091
0008,classique_morceau1_duo_CoOb_theme1_stereo_Co,duo,classique,Co,-0.03526500163796991
0008,classique_morceau1_duo_CoOb_theme2_stereo_Ob,duo,classique,Ob,0.010534361948326456
0008,classique_morceau1_duo_FlOb_theme2_stereo_Fl,duo,classique,Fl,0.01205616035866744
0008,classique_morceau1_duo_FlOb_theme2_stereo_Ob,duo,classique,Ob,-0.011822957634781903
0008,classique_morceau1_trio_CoFlOb_theme1_stereo_Co,trio,classique,Co,-0.020119753966843446
0008,classique_morceau1_trio_CoFlOb_theme1_stereo_Ob,trio,classique,Ob,0.016249893082337343
0008,classique_morceau1_trio_CoFlOb_theme2_stereo_Fl,trio,classique,Fl,0.013221277192487878
0008,classique_morceau2_duo_BoFh_theme1_stereo_Bo,duo,classique,Bo,0.007191361103529866
0008,classique_morceau2_duo_BoFh_theme1_stereo_Fh,duo,classique,Fh,0.020191533881657318
0008,classique_morceau2_duo_BoFl_theme1_stereo_Fl,duo,classique,Fl,-0.008453858064765354
0008,classique_morceau2_duo_BoFl_theme2_stereo_Bo,duo,classique,Bo,0.02616897175345867
0008,classique_morceau2_duo_FhFl_theme1_stereo_Fh,duo,classique,Fh,-0.03873017792341271
0008,classique_morceau2_duo_FhFl_theme1_stereo_Fl,duo,classique,Fl,-0.00038697483134717225
0008,classique_morceau2_trio_BoFhFl_theme1_stereo_Fh,trio,classique,Fh,-0.07465637438541997
0008,classique_morceau2_trio_BoFhFl_theme2_stereo_Bo,trio,classique,Bo,0.041262337347590584
0008,classique_morceau2_trio_BoFhFl_theme2_stereo_Fl,trio,classique,Fl,-0.04239096403397896
0008,pop_falldead_duo_BsDr_theme1_stereo_Bs,duo,pop,Bs,0.0047231618152282434
0008,pop_falldead_duo_BsDr_theme1_stereo_Dr,duo,pop,Dr,0.04280366219425332
0008,pop_falldead_duo_GtVx_theme1_stereo_Gt,duo,pop,Gt,-0.005830662563010322
0008,pop_falldead_duo_GtVx_theme1_stereo_Vx,duo,pop,Vx,0.007630218153932097
0008,pop_falldead_trio_BsDrVx_theme1_stereo_Bs,trio,pop,Bs,0.028284758158050077
0008,pop_falldead_trio_BsDrVx_theme1_stereo_Dr,trio,pop,Dr,0.0069836103046524095
0008,pop_falldead_trio_BsDrVx_theme1_stereo_Vx,trio,pop,Vx,-0.03584641005473724
0008,pop_mixtape_duo_BsDr_theme1_stereo_Bs,duo,pop,Bs,-0.014880049048894742
0008,pop_mixtape_duo_BsDr_theme2_stereo_Dr,duo,pop,Dr,0.055308265031430166
0008,pop_mixtape_duo_GtVx_theme1_stereo_Gt,duo,pop,Gt,0.036888055385162655
0008,pop_mixtape_duo_GtVx_theme1_stereo_Vx,duo,pop,Vx,-0.018660272182290275
0008,pop_mixtape_trio_GtDrVx_theme1_stereo_Vx,trio,pop,Vx,-0.006112735302088747
0008,pop_mixtape_trio_GtDrVx_theme2_stereo_Dr,trio,pop,Dr,-0.030187170684850162
0008,pop_mixtape_trio_GtDrVx_theme2_stereo_Gt,trio,pop,Gt,-0.0037026959545181926
0009,classique_morceau1_duo_CoFl_theme1_stereo_Co,duo,classique,Co,-0.0064620568081009385
0009,classique_morceau1_duo_CoFl_theme1_stereo_Fl,duo,classique,Fl,0.024071750131746547
0009,classique_morceau1_duo_CoOb_theme1_stereo_Ob,duo,classique,Ob,-0.011727936248579407
0009,classique_morceau1_duo_CoOb_theme2_stereo_Co,duo,classique,Co,0.005387636284199215
0009,classique_morceau1_duo_FlOb_theme1_stereo_Ob,duo,classique,Ob,0.028572019936257503
0009,classique_morceau1_duo_FlOb_theme2_stereo_Fl,duo,classique,Fl,-0.01723801828523336
0009,classique_morceau1_trio_CoFlOb_theme1_stereo_Co,trio,classique,Co,0.008477254068042391
0009,classique_morceau1_trio_CoFlOb_theme1_stereo_Fl,trio,classique,Fl,0.007184586200773543
0009,classique_morceau1_trio_CoFlOb_theme1_stereo_Ob,trio,classique,Ob,0.0018562891320290178
0009,classique_morceau2_duo_BoFh_theme2_stereo_Bo,duo,classique,Bo,0.019789490979646933
0009,classique_morceau2_duo_BoFh_theme2_stereo_Fh,duo,classique,Fh,0.0015141327933508187
0009,classique_morceau2_duo_BoFl_theme1_stereo_Bo,duo,classique,Bo,0.03209902370196698
0009,classique_morceau2_duo_BoFl_theme2_stereo_Fl,duo,classique,Fl,0.01616045574161316
0009,classique_morceau2_duo_FhFl_theme2_stereo_Fh,duo,classique,Fh,0.06589060642483163
0009,classique_morceau2_duo_FhFl_theme2_stereo_Fl,duo,classique,Fl,0.013337666470212525
0009,classique_morceau2_trio_BoFhFl_theme1_stereo_Bo,trio,classique,Bo,-0.05289717750348769
0009,classique_morceau2_trio_BoFhFl_theme1_stereo_Fl,trio,classique,Fl,-0.00958438423905812
0009,classique_morceau2_trio_BoFhFl_theme2_stereo_Fh,trio,classique,Fh,0.028203848191857877
0009,pop_falldead_duo_BsDr_theme1_stereo_Bs,duo,pop,Bs,-0.027581921678832735
0009,pop_falldead_duo_BsDr_theme1_stereo_Dr,duo,pop,Dr,0.02061310252250269
0009,pop_falldead_duo_GtVx_theme1_stereo_Gt,duo,pop,Gt,-0.00672079585136002
0009,pop_falldead_duo_GtVx_theme1_stereo_Vx,duo,pop,Vx,-0.015246910520436377
0009,pop_falldead_trio_BsDrVx_theme1_stereo_Vx,trio,pop,Vx,-0.019229871751749006
0009,pop_falldead_trio_GtDrVx_theme1_stereo_Dr,trio,pop,Dr,0.014540392038761514
0009,pop_falldead_trio_GtDrVx_theme1_stereo_Gt,trio,pop,Gt,0.011054731975185755
0009,pop_mixtape_duo_BsDr_theme2_stereo_Bs,duo,pop,Bs,0.03849149183084761
0009,pop_mixtape_duo_BsDr_theme2_stereo_Dr,duo,pop,Dr,0.09189510624106978
0009,pop_mixtape_duo_GtVx_theme1_stereo_Gt,duo,pop,Gt,-0.010120685905684124
0009,pop_mixtape_duo_GtVx_theme2_stereo_Vx,duo,pop,Vx,0.01776046556639135
0009,pop_mixtape_trio_BsDrVx_theme2_stereo_Dr,trio,pop,Dr,0.04587948755384827
0009,pop_mixtape_trio_BsDrVx_theme2_stereo_Vx,trio,pop,Vx,-0.01722363149552441
0009,pop_mixtape_trio_GtDrVx_theme2_stereo_Dr,trio,pop,Dr,-0.006709567912546451
